('09/29/2023, 00:13:25', 'ecoinvent_cutoff_3.9', 'MaterialDemand_antimony', 'additions', 22, 'duration:', '0:00:00.237867')
('09/29/2023, 15:17:13', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.036652')
('09/29/2023, 15:17:41', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:28.097543')
('09/29/2023, 15:18:52', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:10.978024')
('09/29/2023, 15:26:52', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:07:59.594213')
('09/29/2023, 15:27:00', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.505250')
('09/29/2023, 15:27:03', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.430706')
('09/29/2023, 15:28:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:18.480156')
('09/29/2023, 15:36:58', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2040', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:36.881223')
('09/29/2023, 15:38:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.482905')
('09/29/2023, 15:38:21', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.579000')
('09/29/2023, 15:38:22', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.310421')
('09/29/2023, 15:38:32', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_cement', 'additions', 501, 'duration:', '0:00:10.223214')
('09/29/2023, 15:38:35', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:03.175179')
('09/29/2023, 15:38:37', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:02.258674')
('09/29/2023, 15:38:56', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:19.206187')
('09/29/2023, 15:45:12', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_electricity', 'additions', 23130, 'duration:', '0:06:15.851378')
('09/29/2023, 15:45:13', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.462805')
('09/29/2023, 15:45:13', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.051182')
('09/29/2023, 15:45:13', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.146282')
('09/29/2023, 15:45:13', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.501894')
('09/29/2023, 15:45:14', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.764857')
('09/29/2023, 15:45:14', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.130681')
('09/29/2023, 15:45:15', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.913791')
('09/29/2023, 15:45:15', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.179384')
('09/29/2023, 15:45:16', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.868383')
('09/29/2023, 15:45:46', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_natural gas', 'additions', 1757, 'duration:', '0:00:30.082015')
('09/29/2023, 15:45:52', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.813943')
('09/29/2023, 15:45:53', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.560314')
('09/29/2023, 15:45:56', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:03.139733')
('09/29/2023, 15:45:59', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.534435')
('09/29/2023, 15:46:02', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.577623')
('09/29/2023, 15:46:03', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.495309')
('09/29/2023, 15:46:03', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.176313')
('09/29/2023, 15:46:13', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:10.157656')
('09/29/2023, 15:46:13', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.015751')
('09/29/2023, 15:46:15', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:02.129963')
('09/29/2023, 15:46:16', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.819537')
('09/29/2023, 15:46:16', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.036536')
('09/29/2023, 15:46:16', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.030494')
('09/29/2023, 15:46:16', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.080936')
('09/29/2023, 15:46:17', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.665868')
('09/29/2023, 15:49:30', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_water', 'additions', 11838, 'duration:', '0:03:13.480954')
('09/29/2023, 15:49:34', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.124968')
('09/29/2023, 15:49:35', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.416599')
('09/29/2023, 15:49:35', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.253529')
('09/29/2023, 15:49:35', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.060304')
('09/29/2023, 15:49:42', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.470383')
('09/29/2023, 15:50:19', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:36.542351')
('09/29/2023, 15:50:19', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.030789')
('09/29/2023, 15:51:08', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:48.967690')
('09/29/2023, 15:51:08', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.037133')
('09/29/2023, 15:51:36', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:27.796371')
('09/29/2023, 15:52:48', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:12.101889')
('09/29/2023, 16:01:17', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:08:28.574679')
('09/29/2023, 16:01:25', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:08.905042')
('09/29/2023, 16:01:28', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.514170')
('09/29/2023, 16:02:50', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:22.459202')
('09/29/2023, 16:11:53', 'ecoinvent_cutoff_3.9_remind_SSP2-PkBudg500_2050', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:09:03.030898')
('09/29/2023, 16:13:28', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.513267')
('09/29/2023, 16:13:28', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.636314')
('09/29/2023, 16:13:29', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.333872')
('09/29/2023, 16:14:01', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:32.710160')
('09/29/2023, 16:14:05', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:03.200216')
('09/29/2023, 16:14:07', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:02.219580')
('09/29/2023, 16:14:26', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:19.360413')
('09/29/2023, 16:23:08', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:08:42.294422')
('09/29/2023, 16:23:09', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.479076')
('09/29/2023, 16:23:09', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.050613')
('09/29/2023, 16:23:09', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.141676')
('09/29/2023, 16:23:10', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.487681')
('09/29/2023, 16:23:10', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.732503')
('09/29/2023, 16:23:10', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.125295')
('09/29/2023, 16:23:11', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.870716')
('09/29/2023, 16:23:11', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.185722')
('09/29/2023, 16:23:12', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.911384')
('09/29/2023, 16:25:02', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:49.795461')
('09/29/2023, 16:25:08', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:05.934464')
('09/29/2023, 16:25:09', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.592094')
('09/29/2023, 16:25:12', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:03.188247')
('09/29/2023, 16:25:16', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.642936')
('09/29/2023, 16:25:18', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.775121')
('09/29/2023, 16:25:19', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.543252')
('09/29/2023, 16:25:19', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.178440')
('09/29/2023, 16:25:29', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:10.164789')
('09/29/2023, 16:25:29', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.016086')
('09/29/2023, 16:25:31', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:02.261715')
('09/29/2023, 16:25:32', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.875038')
('09/29/2023, 16:25:32', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.032634')
('09/29/2023, 16:25:32', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.032727')
('09/29/2023, 16:25:33', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.098837')
('09/29/2023, 16:25:33', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.624507')
('09/29/2023, 16:28:54', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:03:20.440747')
('09/29/2023, 16:28:58', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.215201')
('09/29/2023, 16:28:58', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.450863')
('09/29/2023, 16:28:59', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.269348')
('09/29/2023, 16:28:59', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.062504')
('09/29/2023, 16:29:06', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.796860')
('09/29/2023, 16:29:45', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:38.871370')
('09/29/2023, 16:29:45', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.036163')
('09/29/2023, 16:30:37', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:51.649955')
('09/29/2023, 16:30:37', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.031993')
('09/29/2023, 16:31:08', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:30.549252')
('09/29/2023, 16:32:23', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:15.832916')
('09/29/2023, 16:41:01', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:08:37.714410')
('09/29/2023, 16:41:11', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:10.223905')
('09/29/2023, 16:41:14', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.730961')
('09/29/2023, 16:43:00', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:45.759632')
('09/29/2023, 16:53:33', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2030', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:10:32.919170')
('09/29/2023, 16:56:40', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.619553')
('09/29/2023, 16:56:41', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.678093')
('09/29/2023, 16:56:41', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.374772')
('09/29/2023, 16:57:23', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:41.446127')
('09/29/2023, 16:57:26', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:03.795216')
('09/29/2023, 16:57:29', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:02.815855')
('09/29/2023, 16:57:53', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:23.582321')
('09/29/2023, 17:06:50', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:08:57.432209')
('09/29/2023, 17:06:51', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.499164')
('09/29/2023, 17:06:51', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.055127')
('09/29/2023, 17:06:51', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.145918')
('09/29/2023, 17:06:52', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.524595')
('09/29/2023, 17:06:52', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.787982')
('09/29/2023, 17:06:52', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.135116')
('09/29/2023, 17:06:53', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.870943')
('09/29/2023, 17:06:54', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.253874')
('09/29/2023, 17:06:55', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.954560')
('09/29/2023, 17:08:48', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:53.186801')
('09/29/2023, 17:08:54', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:06.508039')
('09/29/2023, 17:08:55', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.577442')
('09/29/2023, 17:08:58', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:03.281698')
('09/29/2023, 17:09:02', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.690423')
('09/29/2023, 17:09:04', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.680416')
('09/29/2023, 17:09:05', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.524324')
('09/29/2023, 17:09:05', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.183662')
('09/29/2023, 17:09:15', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:09.931320')
('09/29/2023, 17:09:15', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.015263')
('09/29/2023, 17:09:17', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:02.022782')
('09/29/2023, 17:09:18', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.787305')
('09/29/2023, 17:09:18', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.032669')
('09/29/2023, 17:09:18', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.030317')
('09/29/2023, 17:09:18', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.081243')
('09/29/2023, 17:09:19', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.622300')
('09/29/2023, 17:12:34', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:03:15.772409')
('09/29/2023, 17:12:39', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.060841')
('09/29/2023, 17:12:39', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.426473')
('09/29/2023, 17:12:39', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.258351')
('09/29/2023, 17:12:39', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.062552')
('09/29/2023, 17:12:47', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.840183')
('09/29/2023, 17:13:25', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:37.546047')
('09/29/2023, 17:13:25', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.040468')
('09/29/2023, 17:14:15', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:50.357513')
('09/29/2023, 17:14:15', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.033096')
('09/29/2023, 17:14:44', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:28.529098')
('09/29/2023, 17:15:57', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:13.243778')
('09/29/2023, 17:25:26', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:09:29.196000')
('09/29/2023, 17:25:37', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:11.203219')
('09/29/2023, 17:25:41', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:03.275814')
('09/29/2023, 17:27:23', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:42.564521')
